"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene","cell_type"
0.310759262209612,-0.283020166726447,0.227,0.234,1,"PRKCI","Oligodendrocyte"
0.313243185197984,-0.313513725302672,0.109,0.118,1,"AL354733.3","Oligodendrocyte"
0.316287339425191,-0.260213723343152,0.231,0.238,1,"OXCT1","Oligodendrocyte"
0.316866203308562,-0.282192846260081,0.124,0.132,1,"PIN1","Oligodendrocyte"
0.31760605470831,-0.341701659229594,0.1,0.108,1,"BSN","Oligodendrocyte"
0.319837709325795,-0.348961414679644,0.135,0.143,1,"POGLUT1","Oligodendrocyte"
0.320973523496152,-0.290605067234364,0.119,0.128,1,"MPHOSPH6","Oligodendrocyte"
0.324627249940481,-0.397022065369625,0.106,0.114,1,"AC114956.3","Oligodendrocyte"
0.328652907210391,-0.286994193861482,0.122,0.131,1,"ADAM15","Oligodendrocyte"
0.332177656171968,-0.284526540287725,0.175,0.183,1,"RBSN","Oligodendrocyte"
0.333063787283903,-0.277180349989169,0.153,0.159,1,"C2orf92","Oligodendrocyte"
0.334108361266852,-0.256930854891662,0.127,0.136,1,"MTA1","Oligodendrocyte"
0.33419858822096,-0.363257654001538,0.102,0.111,1,"ZNF12","Oligodendrocyte"
0.339276123713418,-0.252382570249136,0.17,0.179,1,"BBS7","Oligodendrocyte"
0.344192492681307,0.29369913605657,0.121,0.11,1,"STX3","Oligodendrocyte"
0.345274114880199,0.376419635032694,0.157,0.147,1,"GRIK1","Oligodendrocyte"
0.348305513978308,-0.328473819011418,0.105,0.113,1,"MAP3K12","Oligodendrocyte"
0.350775717595897,-0.353548445726045,0.115,0.123,1,"AC006299.1","Oligodendrocyte"
0.354534839809401,-0.298275233957701,0.152,0.159,1,"NDUFC2","Oligodendrocyte"
0.355663222584804,0.285411999740831,0.159,0.148,1,"RCAN3","Oligodendrocyte"
0.356566173541908,-0.294355024294819,0.148,0.155,1,"PSMD13","Oligodendrocyte"
0.356935183306194,-0.314499294673141,0.106,0.114,1,"EXTL2","Oligodendrocyte"
0.357075814755892,-0.326089698944589,0.144,0.152,1,"MGLL","Oligodendrocyte"
0.362045296717371,-0.285239794580487,0.165,0.173,1,"CHCHD6","Oligodendrocyte"
0.362345440073771,-0.302342184959476,0.215,0.219,1,"RPS6","Oligodendrocyte"
0.365124691671361,-0.398629755073806,0.169,0.174,1,"AC020907.1","Oligodendrocyte"
0.365258340409767,-0.281650530797184,0.127,0.135,1,"ZNF394","Oligodendrocyte"
0.365358136365818,-0.263482303136226,0.109,0.117,1,"BSCL2","Oligodendrocyte"
0.366259782621657,0.365815559643708,0.259,0.242,1,"SGCZ","Oligodendrocyte"
0.369236169735875,-0.27446579024378,0.129,0.137,1,"ZNF606","Oligodendrocyte"
0.36943904208538,-0.366005006465241,0.181,0.184,1,"DENR","Oligodendrocyte"
0.371356645612171,-0.374356916798171,0.109,0.116,1,"SCML1","Oligodendrocyte"
0.375057853530116,-0.307908166963558,0.222,0.228,1,"PSMA3","Oligodendrocyte"
0.375343525181037,-0.294964943915928,0.135,0.142,1,"ZFAND1","Oligodendrocyte"
0.380696596283828,-0.404753554639531,0.097,0.104,1,"TIMM10B","Oligodendrocyte"
0.380758152879406,-0.328938786523367,0.11,0.118,1,"WDR89","Oligodendrocyte"
0.383132979630988,-0.318679011234162,0.129,0.136,1,"PSMA5","Oligodendrocyte"
0.38780201119825,-0.382611816121024,0.095,0.101,1,"PFN2","Oligodendrocyte"
0.395033238225225,0.253353288963668,0.128,0.118,1,"TMEM222","Oligodendrocyte"
0.400296003388723,-0.311780634380553,0.159,0.165,1,"FADS2","Oligodendrocyte"
0.405105922597189,-0.30502025307516,0.115,0.121,1,"CTDNEP1","Oligodendrocyte"
0.405434298851881,-0.25792768660548,0.25,0.257,1,"RPL32","Oligodendrocyte"
0.405889435243627,0.275550197993755,0.186,0.175,1,"MGAT4C","Oligodendrocyte"
0.407762238462509,-0.31176696804606,0.138,0.145,1,"TMEM219","Oligodendrocyte"
0.411599761771739,-0.278162130600662,0.175,0.179,1,"CNNM3","Oligodendrocyte"
0.412288047876783,-0.441121462107638,0.159,0.163,1,"LETMD1","Oligodendrocyte"
0.41650616082762,-0.286929251006735,0.249,0.251,1,"C18orf32","Oligodendrocyte"
0.417730808894326,-0.300734072507929,0.147,0.153,1,"CHMP4B","Oligodendrocyte"
0.418780311972112,0.418634148783475,0.227,0.218,1,"P4HA1","Oligodendrocyte"
0.420639164088069,-0.326089503723899,0.118,0.125,1,"EBLN3P","Oligodendrocyte"
0.426626101883022,-0.255482666327966,0.212,0.215,1,"TRAPPC6B","Oligodendrocyte"
0.427481567061968,-0.286206308205452,0.161,0.167,1,"TBC1D17","Oligodendrocyte"
0.430902822385876,-0.252005633169372,0.173,0.179,1,"NQO2","Oligodendrocyte"
0.431725860174408,-0.48387441706118,0.107,0.113,1,"MYDGF","Oligodendrocyte"
0.431926244917144,-0.293326809306067,0.125,0.132,1,"SSPN","Oligodendrocyte"
0.433475749992339,-0.271109256407689,0.119,0.125,1,"MUS81","Oligodendrocyte"
0.434788121342224,-0.268977878374855,0.159,0.165,1,"RPS5","Oligodendrocyte"
0.4360732646337,-0.294230902523332,0.167,0.171,1,"SHISA7","Oligodendrocyte"
0.441078497836857,-0.300376859131693,0.132,0.138,1,"SSU72","Oligodendrocyte"
0.441613864861375,-0.270320291076545,0.152,0.157,1,"SPARC","Oligodendrocyte"
0.441696582088083,0.290607709391725,0.161,0.152,1,"ADCY2","Oligodendrocyte"
0.443232860979938,0.487595496159439,0.106,0.099,1,"ANGPTL2","Oligodendrocyte"
0.444204305820135,-0.299669640246559,0.109,0.115,1,"CUTA","Oligodendrocyte"
0.444603145091207,-0.270669340940076,0.102,0.108,1,"AC106845.1","Oligodendrocyte"
0.445468796909729,-0.373143338184672,0.151,0.156,1,"COL10A1","Oligodendrocyte"
0.446428668363077,-0.311750686041071,0.095,0.1,1,"SRSF8","Oligodendrocyte"
0.447170858976649,-0.362434372530503,0.151,0.156,1,"GANAB","Oligodendrocyte"
0.448689892302462,-0.276794246077432,0.095,0.101,1,"FAM3A","Oligodendrocyte"
0.452142687922325,-0.303115507234526,0.137,0.141,1,"DNAJB12","Oligodendrocyte"
0.452163261575576,-0.299888063858321,0.101,0.107,1,"NDUFS5","Oligodendrocyte"
0.453051204837324,-0.314778700931294,0.096,0.102,1,"FXN","Oligodendrocyte"
0.455706542377485,0.304860180456994,0.122,0.13,1,"NXPH1","Oligodendrocyte"
0.460723435148137,-0.401328169791066,0.099,0.105,1,"TMEM205","Oligodendrocyte"
0.462010498520174,-0.251420287526824,0.238,0.24,1,"RPS27A","Oligodendrocyte"
0.463514165584986,-0.285728460639495,0.179,0.183,1,"SCHIP1","Oligodendrocyte"
0.46453645049174,-0.337367075191374,0.094,0.1,1,"AL080276.2","Oligodendrocyte"
0.46720057305692,-0.330013391471844,0.097,0.102,1,"TOMM6","Oligodendrocyte"
0.469020490789289,0.31869346556699,0.484,0.466,1,"ELOVL5","Oligodendrocyte"
0.47301739716377,0.498616826049528,0.183,0.173,1,"HMGCS1","Oligodendrocyte"
0.473423528688385,-0.256019214612977,0.238,0.241,1,"C2orf88","Oligodendrocyte"
0.474286785987221,0.28557060982577,0.196,0.188,1,"FLRT2","Oligodendrocyte"
0.477484438272821,-0.309815685351605,0.109,0.115,1,"ATAD5","Oligodendrocyte"
0.480994194211524,-0.251682269498016,0.119,0.124,1,"LMAN2L","Oligodendrocyte"
0.485297354203101,-0.328308915442504,0.161,0.164,1,"WAC-AS1","Oligodendrocyte"
0.486626494709849,-0.309713137597767,0.099,0.104,1,"SNX8","Oligodendrocyte"
0.489238885963756,0.250070991452495,0.139,0.131,1,"PRKAG2","Oligodendrocyte"
0.489399564872128,-0.305515992448343,0.097,0.101,1,"MRPS36","Oligodendrocyte"
0.494162164760218,0.256336614075579,0.105,0.098,1,"KLRD1","Oligodendrocyte"
0.497723257155179,-0.279544253408567,0.102,0.108,1,"GAP43","Oligodendrocyte"
0.499350503448942,-0.263821718987593,0.241,0.243,1,"TRAPPC13","Oligodendrocyte"
0.499757676891343,-0.339372971699961,0.12,0.125,1,"CAMLG","Oligodendrocyte"
0.503906153534908,-0.315558590948844,0.174,0.176,1,"AL450998.2","Oligodendrocyte"
0.506587516225505,-0.308353648504231,0.145,0.15,1,"MRPL22","Oligodendrocyte"
0.516884725855962,-0.333091065182993,0.1,0.105,1,"FBF1","Oligodendrocyte"
0.525144268427614,0.251693845701587,0.107,0.114,1,"GULP1","Oligodendrocyte"
0.532026565134709,-0.307567968990451,0.115,0.119,1,"RINT1","Oligodendrocyte"
0.533166902313526,-0.278944573687604,0.115,0.105,1,"JOSD2","Oligodendrocyte"
0.540218750827434,-0.257363720193345,0.211,0.192,1,"TMED4","Oligodendrocyte"
0.542193414796639,-0.272878484831431,0.205,0.207,1,"MMAB","Oligodendrocyte"
0.542542458354581,-0.271918641558503,0.169,0.173,1,"EMC3","Oligodendrocyte"
0.54681927177406,-0.272470902539502,0.183,0.186,1,"TDRD7","Oligodendrocyte"
0.546989962057049,-0.308303116967595,0.095,0.1,1,"GPATCH11","Oligodendrocyte"
0.550472835751238,-0.288699424502151,0.201,0.202,1,"CDC42SE1","Oligodendrocyte"
0.553152469141816,0.262894647153503,0.124,0.117,1,"ZADH2","Oligodendrocyte"
0.555271402314862,-0.300017847845236,0.157,0.159,1,"NDUFA9","Oligodendrocyte"
0.556767695574242,-0.27645740119065,0.134,0.137,1,"PRRC1","Oligodendrocyte"
0.558994718378585,-0.260443137854038,0.141,0.144,1,"GSTP1","Oligodendrocyte"
0.559019176267811,-0.349381378689999,0.153,0.156,1,"RARS","Oligodendrocyte"
0.56287983725447,-0.259535993669286,0.104,0.108,1,"TRIM16L","Oligodendrocyte"
0.563929757332759,-0.360405477210662,0.096,0.1,1,"TMEM254","Oligodendrocyte"
0.567008408332226,-0.379338699702421,0.117,0.121,1,"IPP","Oligodendrocyte"
0.571848291380744,-0.261841279937763,0.152,0.156,1,"DPH5","Oligodendrocyte"
0.575341310014081,-0.452856938166156,0.127,0.129,1,"CNIH1","Oligodendrocyte"
0.5926383848446,-0.266901331645652,0.193,0.196,1,"PATJ","Oligodendrocyte"
0.596569190923356,0.309513589419729,0.142,0.136,1,"HSCB","Oligodendrocyte"
0.597814957500634,-0.350639303233535,0.099,0.104,1,"STS","Oligodendrocyte"
0.599192398808572,-0.266730963833185,0.13,0.134,1,"ARMCX3","Oligodendrocyte"
0.602729704783923,-0.254776626168525,0.174,0.174,1,"TBC1D9B","Oligodendrocyte"
0.603505991194625,-0.291338406450943,0.113,0.116,1,"CCS","Oligodendrocyte"
0.6045403190977,-0.359821159449071,0.104,0.108,1,"ZW10","Oligodendrocyte"
0.614432913957261,-0.327036465039702,0.13,0.133,1,"FAM8A1","Oligodendrocyte"
0.616764905123877,0.251505795243337,0.129,0.123,1,"HYDIN","Oligodendrocyte"
0.626859125068416,-0.274931844776488,0.132,0.135,1,"LDOC1","Oligodendrocyte"
0.63075159679922,-0.343256908222818,0.122,0.124,1,"APMAP","Oligodendrocyte"
0.63096553542403,-0.292062472562801,0.104,0.107,1,"CDK7","Oligodendrocyte"
0.632226255787035,-0.26535007677557,0.145,0.147,1,"COMMD2","Oligodendrocyte"
0.641554273369342,-0.301328886474519,0.258,0.251,1,"GALC","Oligodendrocyte"
0.657391320766203,-0.362800248559501,0.121,0.123,1,"LONP1","Oligodendrocyte"
0.660917108355745,-0.261295231690938,0.145,0.136,1,"TOMM7","Oligodendrocyte"
0.67429577017471,-0.29720634013968,0.113,0.105,1,"MRPS18C","Oligodendrocyte"
0.680890992605585,-0.250907786908676,0.139,0.14,1,"MRRF","Oligodendrocyte"
0.70494494831675,-0.28380205920631,0.128,0.129,1,"ZNF519","Oligodendrocyte"
0.706618184620675,-0.332541369903917,0.114,0.107,1,"GMFB","Oligodendrocyte"
0.712884043574089,-0.387391088494802,0.105,0.106,1,"TCTEX1D2","Oligodendrocyte"
0.725453622179344,-0.358126938277966,0.1,0.094,1,"GTF2H2C","Oligodendrocyte"
0.729671543857559,-0.281069443090158,0.148,0.147,1,"TOPBP1","Oligodendrocyte"
0.734284333278376,-0.263187213564027,0.102,0.103,1,"CTSB","Oligodendrocyte"
0.734935158779019,-0.261896150017247,0.117,0.119,1,"PEX13","Oligodendrocyte"
0.746804315581887,-0.287336688326315,0.144,0.144,1,"ZNF714","Oligodendrocyte"
0.750019781009146,-0.300888842538956,0.143,0.144,1,"GTF3C5","Oligodendrocyte"
0.754994185710234,-0.268377801532087,0.1,0.101,1,"CAPN13","Oligodendrocyte"
0.755408317677016,-0.33637072237277,0.107,0.108,1,"DR1","Oligodendrocyte"
0.773188963492805,-0.278033250915564,0.105,0.105,1,"SEPHS1","Oligodendrocyte"
0.77339206578743,0.288154428982062,0.105,0.101,1,"TYK2","Oligodendrocyte"
0.776390382429998,-0.318230011432946,0.107,0.108,1,"ZNF766","Oligodendrocyte"
0.783989386061084,-0.351273517854528,0.123,0.122,1,"AC004918.1","Oligodendrocyte"
0.791582094937616,-0.310546871249561,0.14,0.14,1,"DIMT1","Oligodendrocyte"
0.800270329538745,-0.266076762104435,0.139,0.137,1,"REXO2","Oligodendrocyte"
0.806371790231841,-0.265501565072228,0.18,0.177,1,"WDR19","Oligodendrocyte"
0.810755560258029,-0.28372607969755,0.115,0.115,1,"TRDMT1","Oligodendrocyte"
0.810823662617224,-0.303468220403873,0.103,0.103,1,"ALKBH8","Oligodendrocyte"
0.838042518094828,-0.279765977613476,0.099,0.1,1,"EXOSC7","Oligodendrocyte"
0.838334130467195,-0.278567220871135,0.107,0.106,1,"AL391684.1","Oligodendrocyte"
0.847314377072596,-0.270102955005081,0.139,0.138,1,"WBP2NL","Oligodendrocyte"
0.84987323719074,-0.281049552502763,0.131,0.13,1,"DBI","Oligodendrocyte"
0.85729612371937,-0.272144000416827,0.129,0.129,1,"TRIM27","Oligodendrocyte"
0.862813207719243,-0.275758888333293,0.114,0.113,1,"CHRAC1","Oligodendrocyte"
0.863559918408892,-0.331326281383864,0.104,0.099,1,"GNG10","Oligodendrocyte"
0.876227189927213,-0.301314649399154,0.105,0.104,1,"C17orf75","Oligodendrocyte"
0.876886526777942,-0.3607150283267,0.126,0.124,1,"C16orf58","Oligodendrocyte"
0.886025681015793,-0.266092754397492,0.163,0.159,1,"ZNF675","Oligodendrocyte"
0.8970405472091,-0.266134542016453,0.105,0.103,1,"JTB","Oligodendrocyte"
0.899245494881947,-0.316005134760302,0.105,0.101,1,"AGAP4","Oligodendrocyte"
0.907438375257969,-0.26356337546549,0.165,0.159,1,"ADPGK","Oligodendrocyte"
0.909446727548302,-0.2717648820204,0.103,0.102,1,"ECI1","Oligodendrocyte"
0.911478951146742,-0.304693624345131,0.116,0.112,1,"TDP2","Oligodendrocyte"
0.921511849685936,-0.287869976714918,0.23,0.217,1,"FBXL18","Oligodendrocyte"
0.921654355528032,-0.296274470200967,0.163,0.158,1,"IAH1","Oligodendrocyte"
0.92364870151666,-0.282334309384009,0.143,0.138,1,"CMAS","Oligodendrocyte"
0.926533011093241,-0.370341346065778,0.137,0.131,1,"PWP1","Oligodendrocyte"
0.9321687614462,-0.274531091670763,0.127,0.125,1,"S1PR5","Oligodendrocyte"
0.933912504949707,-0.309998351600464,0.104,0.103,1,"BECN1","Oligodendrocyte"
0.942724659664957,-0.417549911220698,0.111,0.11,1,"PRDM4","Oligodendrocyte"
0.957125063987376,-0.280845049233406,0.122,0.12,1,"NDUFB5","Oligodendrocyte"
0.975320448897835,-0.342488085149816,0.137,0.133,1,"AL110114.1","Oligodendrocyte"
0.977279716394333,-0.309858085055999,0.141,0.138,1,"ZNF383","Oligodendrocyte"
0.977952140860656,-0.257114838988853,0.165,0.16,1,"PSMA7","Oligodendrocyte"
0.979446082696359,-0.3140822343223,0.111,0.108,1,"AP3M1","Oligodendrocyte"
0.989601222983684,-0.597240448303491,0.104,0.101,1,"SIRT7","Oligodendrocyte"
5.26011046868535e-34,1.5702085165745,0.728,0.476,1.79774795488259e-29,"MT-ND3","Microglia-PVM"
2.78624260712484e-29,1.31903914279131,0.758,0.535,9.52254135837058e-25,"MT-ND4","Microglia-PVM"
3.72013142609873e-29,1.48567994021559,0.744,0.528,1.27142931749776e-24,"MT-ATP6","Microglia-PVM"
7.2332840043751e-29,1.16319295760134,0.811,0.615,2.47211947417528e-24,"MT-CO3","Microglia-PVM"
6.23094365304935e-26,1.36397929609634,0.69,0.484,2.12954961230268e-21,"MT-CYB","Microglia-PVM"
7.87708573012663e-25,1.183980402453,0.774,0.611,2.69215158998538e-20,"MT-CO2","Microglia-PVM"
9.53683316348436e-23,1.31190738935181,0.599,0.399,3.25940347028405e-18,"MT-ND1","Microglia-PVM"
9.7687273934493e-23,1.20328143486895,0.672,0.457,3.33865796125917e-18,"MT-ND2","Microglia-PVM"
4.44764031602524e-17,1.64040137122276,0.408,0.223,1.52007003080794e-12,"MTRNR2L12","Microglia-PVM"
1.75191726582057e-15,0.846919804313767,0.73,0.586,5.98752763939497e-11,"MT-CO1","Microglia-PVM"
7.05238930225649e-13,1.11432184944027,0.459,0.301,2.4102950918322e-08,"MT-ND5","Microglia-PVM"
6.08726592052944e-12,0.347892784503303,0.932,0.912,2.08044487365935e-07,"FKBP5","Microglia-PVM"
6.80149079418241e-11,-0.44424707664212,0.73,0.836,2.32454550872772e-06,"PRKCA","Microglia-PVM"
1.06963988758814e-10,0.783255672490627,0.661,0.552,3.65570824380998e-06,"NHSL1","Microglia-PVM"
1.32056750909642e-10,-0.83944114578008,0.222,0.366,4.51330357583884e-06,"LINC02712","Microglia-PVM"
4.48070450727181e-10,1.33392668446218,0.293,0.17,1.53137037945029e-05,"MT-ATP8","Microglia-PVM"
4.59413373587539e-09,0.532685230124831,0.798,0.73,0.000157013708691013,"DPYD","Microglia-PVM"
6.40201610519608e-09,0.259601401156377,0.969,0.966,0.000218801704427287,"CELF2","Microglia-PVM"
6.64805845285356e-09,-0.504487872289176,0.582,0.694,0.000227210693743176,"NCKAP5","Microglia-PVM"
7.66013832542126e-09,-1.11200604092829,0.369,0.475,0.000261800547547922,"DLEU7","Microglia-PVM"
2.6356245789562e-08,0.941630251952854,0.323,0.203,0.000900777412349862,"IQGAP2","Microglia-PVM"
3.24875745420359e-08,-0.887633417291412,0.227,0.35,0.00111032783512316,"AC044781.1","Microglia-PVM"
5.68459290228891e-08,1.18753763013013,0.316,0.207,0.00194282331621528,"MT-ND4L","Microglia-PVM"
1.23578488467082e-07,-0.663774319269131,0.426,0.534,0.00422354200033945,"CX3CR1","Microglia-PVM"
2.61009541197806e-07,1.54330608625459,0.108,0.04,0.00892052308951743,"CHI3L1","Microglia-PVM"
2.95025927769633e-07,-0.850407892261099,0.423,0.524,0.0100831011333828,"AC120193.1","Microglia-PVM"
4.70009083364516e-07,0.911969870667745,0.221,0.126,0.0160635004421491,"DGKH","Microglia-PVM"
5.56554491900701e-07,0.574621530494769,0.639,0.527,0.0190213628696902,"PRKCH","Microglia-PVM"
6.88558966898978e-07,0.289513236168541,0.812,0.732,0.0235328798117064,"PCM1","Microglia-PVM"
9.0331092035728e-07,0.519246740428791,0.726,0.682,0.0308724573250507,"CCND3","Microglia-PVM"
1.70659562430353e-06,-0.909584362496161,0.102,0.187,0.0583263186518216,"LINC02057","Microglia-PVM"
2.08541718081288e-06,0.60324432958992,0.389,0.278,0.0712733029886418,"ARL17B","Microglia-PVM"
2.18431245242204e-06,0.901696711730596,0.245,0.153,0.0746532466864281,"TPRG1","Microglia-PVM"
3.98588584757016e-06,0.8235834977777,0.135,0.064,0.136225620612405,"CXCR4","Microglia-PVM"
6.61160415426211e-06,0.526040880506432,0.528,0.428,0.225964795180216,"PILRA","Microglia-PVM"
6.63781512637568e-06,0.87168458166663,0.43,0.332,0.226860607574142,"CTSD","Microglia-PVM"
7.23371545415169e-06,1.21172879802726,0.152,0.081,0.247226693076542,"EYA2","Microglia-PVM"
7.4280338695524e-06,-0.986204719979952,0.18,0.266,0.253867913559692,"ENO4","Microglia-PVM"
7.47279487297623e-06,-1.2564622837848,0.223,0.308,0.255397710373709,"HAMP","Microglia-PVM"
7.80576187886494e-06,0.952424616560539,0.179,0.102,0.266777523733967,"LINC02397","Microglia-PVM"
8.24900779304711e-06,-0.651954720140196,0.467,0.549,0.281926339342971,"TMEM163","Microglia-PVM"
8.57839986850515e-06,-0.28425785823464,0.573,0.693,0.293183972305901,"LINC02232","Microglia-PVM"
8.58783939522191e-06,0.543497137815044,0.546,0.453,0.293506587010499,"MITF","Microglia-PVM"
1.07147061031236e-05,-0.408771016281861,0.469,0.566,0.366196510486455,"NAALADL2","Microglia-PVM"
1.09669921335423e-05,0.607036435419199,0.727,0.646,0.374818890148074,"ACSL1","Microglia-PVM"
1.18104337930517e-05,-1.15253561274683,0.167,0.249,0.403645195745128,"AC024145.1","Microglia-PVM"
1.23529727990008e-05,-0.771484555738051,0.333,0.41,0.422187551351452,"MCF2L2","Microglia-PVM"
1.30126518936279e-05,-0.257693790806997,0.791,0.84,0.444733403768521,"C3","Microglia-PVM"
1.30218947183169e-05,0.381532755098592,0.561,0.465,0.445049295787918,"SNX27","Microglia-PVM"
1.44562279595516e-05,1.12701835419132,0.471,0.388,0.494070502973595,"PTPRG","Microglia-PVM"
1.50857257250716e-05,0.737836466843606,0.343,0.253,0.515584848105773,"AC066613.2","Microglia-PVM"
1.58264708859194e-05,0.355071590470895,0.827,0.79,0.540901295468068,"FOXP1","Microglia-PVM"
1.61133485323758e-05,-1.15693376264058,0.117,0.192,0.550705912791007,"AL157392.2","Microglia-PVM"
1.98645054515799e-05,-0.540437942980126,0.161,0.246,0.678909202818645,"MEF2C-AS2","Microglia-PVM"
2.04093292743616e-05,-0.662073928130849,0.321,0.41,0.697529646609855,"MICOS10","Microglia-PVM"
2.13231036252662e-05,0.801997490578152,0.246,0.164,0.728759712600722,"SAP30","Microglia-PVM"
2.19740238206827e-05,-0.753714313982153,0.194,0.278,0.751006212119473,"AC068282.1","Microglia-PVM"
2.29170729309039e-05,0.994607543046219,0.136,0.072,0.783236801559501,"CLEC1A","Microglia-PVM"
2.4403020599722e-05,0.311052175546562,0.733,0.655,0.834022035036698,"UTRN","Microglia-PVM"
2.44807206830804e-05,-0.520979863174636,0.42,0.513,0.836677590785638,"ULK2","Microglia-PVM"
2.54892199252793e-05,0.905727444614921,0.29,0.203,0.871145069386269,"RASGRP3","Microglia-PVM"
2.71751343623955e-05,0.926109771185061,0.267,0.184,0.928764567103591,"AC093849.4","Microglia-PVM"
2.72807739852501e-05,-0.488053407744569,0.557,0.619,0.932375012493892,"ENTPD1-AS1","Microglia-PVM"
2.81800034342606e-05,0.991604796358631,0.171,0.1,0.963107977372725,"UBOX5","Microglia-PVM"
2.88852315019948e-05,-0.296095275854489,0.737,0.801,0.987210557043676,"SPRED1","Microglia-PVM"
3.05303672570842e-05,-0.695219419088082,0.199,0.283,1,"TMLHE-AS1","Microglia-PVM"
3.09024887000702e-05,0.717018871627492,0.305,0.22,1,"TTYH3","Microglia-PVM"
3.27997537370832e-05,0.595814130729742,0.552,0.48,1,"RESF1","Microglia-PVM"
3.46482455913454e-05,0.538221252115149,0.768,0.718,1,"ELL2","Microglia-PVM"
3.49512077937315e-05,0.758241894651432,0.531,0.458,1,"CPM","Microglia-PVM"
3.72316690675542e-05,0.586688981949636,0.364,0.271,1,"SLC6A6","Microglia-PVM"
4.10456649499939e-05,-0.317444451342814,0.574,0.649,1,"TLN2","Microglia-PVM"
4.23545856904737e-05,-0.25579405764046,0.809,0.869,1,"DENND3","Microglia-PVM"
4.43605289437978e-05,-0.612726903317972,0.188,0.271,1,"EMID1","Microglia-PVM"
4.52219969830286e-05,0.413625018401093,0.619,0.539,1,"ANAPC16","Microglia-PVM"
4.91329802140327e-05,-0.564853388893462,0.438,0.515,1,"AP003086.1","Microglia-PVM"
5.29046379939888e-05,1.24750339816451,0.139,0.077,1,"F11R","Microglia-PVM"
5.44806353207723e-05,-0.253436842655613,0.911,0.937,1,"ST6GAL1","Microglia-PVM"
5.53494743423966e-05,-0.25407806537161,0.714,0.78,1,"PTK2","Microglia-PVM"
5.60238311591871e-05,-0.378371075014937,0.559,0.634,1,"ERC2","Microglia-PVM"
6.13751522363918e-05,-0.419613178861246,0.588,0.655,1,"BIN1","Microglia-PVM"
6.14547555882818e-05,0.39361311758992,0.208,0.133,1,"UNC13D","Microglia-PVM"
6.69061544390724e-05,0.344549495394944,0.751,0.683,1,"PNISR","Microglia-PVM"
6.88322816383719e-05,-0.458035405236479,0.608,0.653,1,"SPATA6","Microglia-PVM"
7.21962376824781e-05,-0.409331368986936,0.556,0.64,1,"AL357522.1","Microglia-PVM"
7.22430945987943e-05,0.490420610915139,0.463,0.374,1,"AC007262.2","Microglia-PVM"
7.9796354997022e-05,0.901177359576539,0.181,0.112,1,"POC1B-AS1","Microglia-PVM"
8.37519187008727e-05,-0.299917210319238,0.594,0.676,1,"FTH1","Microglia-PVM"
8.47601216723056e-05,0.999585492467665,0.184,0.115,1,"GPNMB","Microglia-PVM"
9.1448151766685e-05,-0.418455624503883,0.43,0.508,1,"ABHD15-AS1","Microglia-PVM"
9.21781629769491e-05,-0.891444752197263,0.158,0.232,1,"NLGN4Y","Microglia-PVM"
9.30213272478023e-05,-0.328618578870868,0.703,0.73,1,"MKNK1","Microglia-PVM"
9.64456823193244e-05,0.466269080216771,0.408,0.319,1,"HBP1","Microglia-PVM"
0.000104679207045475,0.884463369063905,0.232,0.158,1,"ARRDC2","Microglia-PVM"
0.000110961487994371,0.69845376505237,0.249,0.173,1,"DUSP10","Microglia-PVM"
0.000117910835924372,-0.56128206091414,0.43,0.496,1,"FCGR3A","Microglia-PVM"
0.000123849569842056,0.80616405264062,0.228,0.154,1,"FPR3","Microglia-PVM"
0.000127249091085437,-0.605875706846725,0.2,0.28,1,"AL136171.2","Microglia-PVM"
0.000131550881796458,-0.579975840791332,0.126,0.198,1,"SMIM35","Microglia-PVM"
0.000134114479047613,0.296886815425578,0.754,0.694,1,"PRRC2C","Microglia-PVM"
0.000136049264167337,0.449580620963745,0.357,0.273,1,"SLC18B1","Microglia-PVM"
0.000137157080571884,-0.349886838414255,0.713,0.766,1,"TBC1D14","Microglia-PVM"
0.000138396676574145,0.40571848680874,0.523,0.432,1,"UBXN2B","Microglia-PVM"
0.000147543793967608,-0.690281646192453,0.2,0.275,1,"AZIN2","Microglia-PVM"
0.000163283684060881,-0.463635204727448,0.337,0.417,1,"KCNQ1OT1","Microglia-PVM"
0.000172797535561042,-0.789689954877915,0.139,0.208,1,"AC132153.1","Microglia-PVM"
0.000181539710850742,-0.559158147957385,0.152,0.225,1,"LIPC","Microglia-PVM"
0.000194696004785327,0.360686484400874,0.728,0.683,1,"RALGAPA2","Microglia-PVM"
0.000205083140048071,-0.542697929221211,0.185,0.253,1,"MYCBP2-AS1","Microglia-PVM"
0.000216841864345074,0.987289363947634,0.135,0.077,1,"AL591368.1","Microglia-PVM"
0.000220952460943246,0.449051615235435,0.523,0.444,1,"ZBTB1","Microglia-PVM"
0.000223476179180572,-0.505510963551469,0.166,0.24,1,"FAM157C","Microglia-PVM"
0.000231071288707275,-0.496782570684408,0.355,0.432,1,"ANKUB1","Microglia-PVM"
0.000268605070329502,-0.29436430073138,0.649,0.716,1,"PPP6R2","Microglia-PVM"
0.000275947302505158,-0.608144618796905,0.265,0.338,1,"AC025159.1","Microglia-PVM"
0.000278551201669972,0.254748694927289,0.665,0.604,1,"OGFRL1","Microglia-PVM"
0.000279022978888889,-1.09728408718757,0.062,0.114,1,"S100B","Microglia-PVM"
0.000286002668766944,-1.23496611159124,0.093,0.152,1,"LINC02642","Microglia-PVM"
